!	50	1													
#	Size1	Size2	Fmig	Emig	Femit1	Eemig1	Eb1	Femit2	Eemig2	Eb2	Frotate	Echdir	Ftm	Etm	R
#unit	n/a	n/a	(s-1)	(eV)	(s-1)	(eV)	(eV)	(s-1)	(eV)	(eV)	(s-1)	(eV)	(s-1)	(eV)	a0
	418	0	0	-4	6.00E+12	1.68	2.776623251	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.622092896
	419	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.625026326
	420	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.627955092
	421	0	0	-4	6.00E+12	1.68	2.638279064	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.630879213
	422	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.633798707
	423	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.636713593
	424	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.639623888
	425	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.642529611
	426	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.645430779
	427	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.648327411
	428	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.651219524
	429	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.654107136
	430	0	0	-4	6.00E+12	1.68	0.907593282	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.656990263
	431	0	0	-4	6.00E+12	1.68	2.847178787	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.659868924
	432	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.662743136
	433	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.665612916
	434	0	0	-4	6.00E+12	1.68	2.776623251	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.668478281
	435	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.671339248
	436	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.674195833
	437	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.677048054
	438	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.679895927
	439	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.682739468
	440	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.685578695
	441	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.688413623
	442	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.691244269
	443	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.694070648
	444	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.696892777
	445	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.699710672
	446	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.702524349
	447	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.705333823
	448	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.70813911
	449	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.710940225
	450	0	0	-4	6.00E+12	1.68	2.291035154	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.713737185
	451	0	0	-4	6.00E+12	1.68	1.528758683	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.716530004
	452	0	0	-4	6.00E+12	1.68	2.573257296	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.719318697
	453	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.722103281
	454	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.724883769
	455	0	0	-4	6.00E+12	1.68	2.914967438	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.727660178
	456	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.730432522
	457	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.733200815
	458	0	0	-4	6.00E+12	1.68	2.914967438	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.735965073
	459	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.73872531
	460	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.741481541
	461	0	0	-4	6.00E+12	1.68	2.776623251	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.744233781
	462	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.746982043
	463	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.749726342
	464	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.752466693
	465	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.755203109
	466	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.757935605
	467	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.760664195
	468	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.763388892
	469	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.76610971
	470	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.768826664
	471	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.771539766
	472	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.774249032
	473	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.776954473
	474	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.779656103
	475	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.782353937
	476	0	0	-4	6.00E+12	1.68	1.257604076	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.785047987
	477	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.787738266
	478	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.790424788
	479	0	0	-4	6.00E+12	1.68	2.914967438	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.793107565
	480	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.795786612
	481	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.79846194
	482	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.801133562
	483	0	0	-4	6.00E+12	1.68	2.914967438	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.803801492
	484	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.806465742
	485	0	0	-4	6.00E+12	1.68	2.844411903	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.809126325
	486	0	0	-4	6.00E+12	1.68	2.776623251	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.811783253
	487	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.814436539
	488	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.817086196
	489	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.819732235
	490	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.822374669
	491	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.82501351
	492	0	0	-4	6.00E+12	1.68	3.33	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.827648771
	493	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.830280463
	494	0	0	-4	6.00E+12	1.68	2.98275609	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.832908599
	495	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.835533191
	496	0	0	-4	6.00E+12	1.68	2.984139532	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.838154251
	497	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.840771789
	498	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.843385819
	499	0	0	-4	6.00E+12	1.68	2.636895622	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.845996352
	500	0	0	-4	6.00E+12	1.68	0.769249095	6.00E+10	0.01	10	6.00E+12	10	6.00E+12	10	3.8486034
